numeropol,cout_prime,credit_card_number,credit_card_provider,credit_card_expire,freq_pmt
19875,1130.15,4182179502477536,Discover,08/22,1
19878,1050.1,5338076447592835,American Express,07/20,1
19890,1150.33,4100221522311540,Voyager,07/23,1
19891,961.0,6011216275838841,JCB 16 digit,02/22,1
19893,1130.0,630453219705,Mastercard,07/18,1
19895,720.81,4259470006334564,JCB 16 digit,11/17,12
19902,1190.06,4066983251699500,JCB 15 digit,08/20,1
19909,800.52,4583636006844,American Express,08/24,12
19914,1170.64,5574451882178775,VISA 13 digit,12/21,1
19915,980.87,180017183857016,Voyager,05/20,12
19919,810.77,869950935549390,VISA 13 digit,08/18,1
19924,790.21,4504476697833924,JCB 16 digit,02/21,1
19925,610.85,180013161788646,American Express,11/18,1
19929,770.15,6011004540956535,JCB 16 digit,02/21,1
19936,680.35,6011441532028644,JCB 16 digit,04/20,1
19961,940.84,5426054688767062,VISA 16 digit,03/21,1
19997,720.83,5388782067774145,JCB 15 digit,08/21,1
20016,690.84,3158769948765601,JCB 16 digit,02/18,1
20019,1010.36,4966328567329221,Mastercard,04/19,1
20033,770.71,210061324599487,JCB 16 digit,11/20,1
20036,890.14,4015235332396131,JCB 16 digit,04/20,1
20045,890.32,4351621344598560,Maestro,05/18,12
20060,630.98,675905002019,JCB 16 digit,03/20,1
20068,1190.15,210041730830650,JCB 15 digit,01/23,12
20073,620.59,3528496622991427,Mastercard,04/19,1
20078,1010.59,501876174779,VISA 16 digit,11/17,12
20081,1100.3,676142413613,Diners Club / Carte Blanche,03/24,12
20093,780.16,4818805841107549,Mastercard,01/20,1
20114,640.24,675952960465,JCB 16 digit,10/17,1
20115,1050.44,30430589882482,VISA 16 digit,11/17,1
20134,780.31,30460801945684,Maestro,05/21,1
20143,1030.45,676124117893,Discover,10/18,12
20155,1040.45,4495831388721,JCB 16 digit,06/26,1
20163,660.43,3158231932638823,American Express,05/18,1
20167,690.64,5100745594137984,VISA 16 digit,01/20,1
20177,1160.35,340840690457674,Mastercard,02/19,12
20188,1120.42,6011599253949718,VISA 13 digit,05/27,1
20199,1120.96,371498562488319,JCB 16 digit,01/22,1
20205,1090.96,3088600902773833,Maestro,07/23,1
20208,680.67,869981194609229,VISA 13 digit,04/22,1
20228,730.91,589343181014,JCB 16 digit,10/18,12
20237,800.05,869979051098783,VISA 16 digit,03/18,1
20241,920.21,501811035747,JCB 16 digit,01/22,1
20250,1160.49,30322431653908,Maestro,05/18,1
20276,840.23,347937906210989,Mastercard,05/19,1
20277,1010.86,675966334178,JCB 15 digit,12/17,1
20278,990.4,3088736298110998,JCB 16 digit,04/19,1
20302,760.09,3158797610933397,Discover,02/18,1
20305,1070.66,5503542639210493,Mastercard,05/24,1
20308,760.45,3096867734766364,Diners Club / Carte Blanche,01/26,12
20332,660.9,4817043665715798,Mastercard,10/24,12
20359,950.82,3528069664899806,American Express,05/21,1
20371,1000.06,4927457259554,Mastercard,02/18,1
20375,720.4,180085171690095,American Express,03/18,1
20381,1150.9,4413579286981,American Express,11/20,1
20382,1070.72,869973526091028,American Express,10/21,1
20396,1190.06,376133290312953,Maestro,04/24,1
20397,960.49,4363786035917340,VISA 13 digit,04/23,1
20410,1080.57,346912346920035,JCB 15 digit,09/21,1
20412,850.79,503886532368,JCB 15 digit,05/19,1
20414,770.81,3112816855024442,Discover,09/19,1
20439,990.03,210054010284399,Diners Club / Carte Blanche,11/17,1
20440,820.25,30523032571262,Diners Club / Carte Blanche,03/20,1
20441,1110.37,4710702924339637,JCB 16 digit,05/22,1
20448,980.08,210063789667445,Maestro,01/18,12
20487,600.77,4505793559105285,VISA 13 digit,08/18,12
20497,690.78,4748369413158,Discover,05/22,1
20499,960.33,4929554609191560,JCB 15 digit,05/20,1
20504,820.73,3337388871146780,Voyager,08/18,1
20525,640.08,3096828284967885,Maestro,07/18,12
20528,660.42,639075221916,Voyager,07/26,1
20529,1040.35,4360446630724152,JCB 16 digit,12/23,1
20533,900.28,4957033033787231,Maestro,03/18,1
20535,1090.29,3337384314220589,VISA 13 digit,11/22,1
20545,1100.9,4625249618357503,JCB 16 digit,06/18,1
20572,600.21,4943217556264028,American Express,12/25,12
20573,1110.9,4489671046309,JCB 16 digit,06/22,12
20585,1110.24,30487631161240,Maestro,04/18,1
20586,1090.43,3337609566266892,American Express,10/17,1
20589,860.45,344935003661909,Voyager,11/18,12
20596,640.59,3528855120965664,VISA 16 digit,08/27,1
20612,1160.59,4067481132603014,VISA 16 digit,05/18,1
20658,1010.54,3337580831904767,VISA 13 digit,02/26,1
20664,1050.46,4321840711869332,VISA 13 digit,01/19,1
20674,620.55,869946353694361,VISA 13 digit,08/23,1
20685,660.24,6011149582513809,Discover,12/18,1
20717,860.14,4455823970630320,Diners Club / Carte Blanche,09/18,12
20730,650.2,374305708137576,Voyager,05/19,1
20739,820.2,501861982509,Maestro,03/21,1
20741,900.91,4414449412828841,JCB 16 digit,07/22,1
20772,890.05,503830457084,Mastercard,12/22,1
20776,810.84,3096801853318350,Voyager,03/20,1
20787,1110.88,3096639192658601,VISA 13 digit,07/22,1
20789,1160.37,4457042080128806,Voyager,12/17,1
20798,1100.76,4263371894383990,VISA 16 digit,10/21,1
20799,1090.53,869959580419676,VISA 16 digit,07/18,1
20811,980.96,6011120126393487,Diners Club / Carte Blanche,10/17,1
20834,860.44,5556021030985314,Mastercard,08/18,1
20858,820.38,372877668105803,VISA 16 digit,01/19,1
20859,1100.56,869914357070335,VISA 13 digit,08/20,1
20864,930.83,180036079905259,Mastercard,08/19,1
20865,870.06,639000992748,JCB 16 digit,09/23,1
20885,620.6,210057158102448,VISA 16 digit,07/20,1
20890,1000.87,3337761448628474,JCB 16 digit,11/23,1
20897,610.02,5579888290046588,JCB 16 digit,08/18,1
20902,980.09,4976956176514268,JCB 16 digit,03/24,1
20926,690.48,210096500460443,VISA 16 digit,07/19,1
20928,1090.18,4576506421432578,JCB 16 digit,09/19,1
20980,810.5,4180054743736689,VISA 13 digit,05/18,1
20993,610.71,3096950834354545,Mastercard,05/18,1
20998,1120.5,210097836388654,VISA 13 digit,07/21,1
21002,1180.9,30219763814555,JCB 15 digit,05/18,1
21024,1000.25,5468197226136636,Maestro,04/25,12
21025,890.1,3337878072433813,Mastercard,05/24,1
21038,700.25,869959445292656,JCB 16 digit,08/20,1
21041,1040.72,6011417160066742,American Express,10/19,1
21052,790.86,180093264223360,VISA 13 digit,01/24,1
21067,910.75,869935166569415,Mastercard,10/21,1
21078,750.79,4440876736306328,VISA 13 digit,06/19,1
21081,940.56,060469241586,Mastercard,02/18,1
21086,730.55,4492413099230,Discover,01/24,1
21092,1190.65,3337013594348477,Voyager,04/21,1
21095,1160.89,561221678890,Mastercard,04/19,1
21102,680.97,30296435318108,Voyager,12/18,1
21104,1050.09,869939736875591,JCB 15 digit,08/18,1
21125,890.98,6011740777923694,Voyager,04/24,12
21153,680.69,371025760057537,Diners Club / Carte Blanche,04/24,1
21158,870.45,4712848128495119,Voyager,07/21,1
21160,1030.2,180095515824797,JCB 16 digit,05/19,1
21161,680.69,4769759408370272,JCB 16 digit,05/22,1
21164,840.73,4963367465589232,VISA 13 digit,06/19,1
21167,760.05,4291656987045316,Maestro,10/17,12
21171,950.47,6011356542554399,VISA 16 digit,05/19,1
21173,820.7,5376458681538232,VISA 16 digit,07/24,1
21176,1090.61,630420924973,Maestro,06/19,12
21184,740.47,561264200065,Voyager,05/23,1
21190,740.36,341076577693193,Voyager,04/25,1
21196,1080.55,348477962023058,JCB 15 digit,03/18,1
21198,1170.85,30372893777554,VISA 13 digit,02/18,12
21203,640.5,3112438949675574,Diners Club / Carte Blanche,09/20,1
21205,870.26,869931359458599,JCB 16 digit,08/19,1
21214,640.21,6011007556302890,VISA 16 digit,05/21,1
21219,1130.17,5316673875789580,Voyager,11/17,12
21220,970.17,676160430952,VISA 16 digit,09/18,12
21224,850.9,6011732067229551,Maestro,12/17,12
21247,1160.39,374840771817878,Mastercard,02/20,1
21259,680.13,210093103391463,Maestro,06/21,12
21262,810.72,30243636258493,Discover,10/18,1
21268,860.88,374274108908723,Discover,04/21,1
21283,790.53,30401605057474,VISA 16 digit,11/18,1
21287,810.73,4362539326207,Maestro,08/21,12
21301,950.45,3528563270384542,JCB 16 digit,05/20,1
21302,720.92,210089993144681,Mastercard,02/18,1
21304,1130.48,180065768706892,Maestro,04/18,1
21305,1140.99,3158483915320909,JCB 15 digit,09/23,12
21309,810.13,3158697965118406,VISA 16 digit,06/25,1
21312,1170.46,180040996985949,VISA 16 digit,11/23,12
21315,1010.25,6011652447320955,JCB 16 digit,12/21,1
21319,720.56,3158200908221583,Diners Club / Carte Blanche,04/21,1
21323,690.5,5108989138176627,Mastercard,12/18,1
21325,1200.3,4799984317407,VISA 16 digit,12/19,1
21335,1080.13,869905420018988,VISA 16 digit,09/18,1
21336,770.89,180019133302671,JCB 15 digit,07/21,1
21355,1150.47,869900878867077,Voyager,06/19,1
21364,790.78,348351934641547,VISA 13 digit,08/20,1
21365,860.68,4856995067258010,Mastercard,02/21,12
21372,1200.95,210081521154100,Diners Club / Carte Blanche,08/19,1
21376,780.57,4883292275156070,JCB 16 digit,11/24,1
21377,700.14,4914946939574225,JCB 15 digit,09/18,1
21379,1130.66,869946587424718,JCB 15 digit,06/18,1
21388,1020.02,3337684314266874,VISA 16 digit,04/18,1
21391,770.22,869999784614094,American Express,03/20,1
21393,800.64,060443250737,Maestro,08/18,1
21404,1140.51,3088158959078986,Mastercard,02/21,1
21414,910.03,5251322753515397,Diners Club / Carte Blanche,01/25,12
21426,740.2,343224802470882,VISA 16 digit,07/18,1
21430,1080.84,869963855260021,JCB 15 digit,11/23,1
21438,1200.87,676152332984,Voyager,10/18,12
21440,690.38,180029776426091,Discover,09/19,1
21447,840.53,349878713868056,Voyager,08/21,1
21448,640.58,3337057926468248,Discover,10/17,1
21450,1130.95,210077325280794,JCB 16 digit,03/18,1
21455,820.14,4530510326590,Mastercard,04/25,12
21456,1150.99,377143555096554,VISA 16 digit,05/25,1
21464,730.34,349683244260736,Diners Club / Carte Blanche,12/22,1
21470,1080.14,4428100338614,VISA 16 digit,07/18,12
21476,910.56,30006930385639,Diners Club / Carte Blanche,07/20,1
21480,700.49,4895964280731875,VISA 16 digit,09/18,12
21492,640.94,6011767773169048,JCB 16 digit,05/20,12
21498,1020.69,348573965061200,Voyager,09/22,1
21506,870.24,3112871772322924,Maestro,01/18,1
21508,800.53,4387453185432404,Discover,12/20,1
21510,710.96,30397672821679,Diners Club / Carte Blanche,02/24,1
21511,1110.86,180055343519266,JCB 16 digit,12/25,12
21515,810.8,30423251588818,VISA 16 digit,04/18,1
21519,780.39,4636560692633735,VISA 13 digit,10/18,1
21528,820.08,3112947716090692,JCB 15 digit,03/18,1
21546,600.97,869982760351279,JCB 16 digit,01/22,1
21547,960.28,377682156664849,JCB 16 digit,10/17,1
21548,750.46,30526583860430,Maestro,04/20,12
21551,1150.73,4019898420415,Maestro,08/18,1
21586,1070.78,5561631225546029,American Express,04/20,1
21592,990.53,3112455568240761,Voyager,11/18,12
21596,1040.79,3158718073910615,VISA 16 digit,11/19,1
21613,1180.76,4140033769290,JCB 15 digit,12/18,1
21621,960.33,4959017782544,Maestro,01/19,1
21627,1010.48,180080722579756,JCB 16 digit,07/19,12
21629,980.4,3096233004625063,VISA 16 digit,12/24,1
21640,1070.57,3112993872693945,Voyager,12/22,1
21643,610.28,4162429517653,American Express,01/18,1
21648,1010.25,5572804995216027,Voyager,08/23,1
21673,810.11,3528019836104064,Discover,12/20,1
21675,920.05,210097990617666,JCB 15 digit,09/19,1
21689,750.46,869946156251005,Maestro,07/22,1
21693,670.1,3088477255010711,Mastercard,06/20,12
21714,890.39,4260428298741836,VISA 13 digit,06/25,12
21715,1170.11,4383324903107905,JCB 15 digit,01/18,1
21720,1180.26,4210426677536034,Voyager,06/22,12
21737,890.53,210037072637679,JCB 15 digit,03/20,1
21742,730.44,4099314039931315,Discover,06/20,1
21752,1080.24,210012006678933,JCB 15 digit,10/19,1
21759,980.89,210019062559014,Mastercard,01/19,12
21761,980.93,3096397674264865,Mastercard,04/18,1
21764,1100.47,6011119033894421,Diners Club / Carte Blanche,08/20,1
21781,910.14,30572044058701,Maestro,08/21,1
21784,1060.72,4695094105405398,Diners Club / Carte Blanche,04/20,1
21785,1100.87,3096114579948421,Diners Club / Carte Blanche,09/20,1
21788,1000.21,210038389554433,VISA 13 digit,10/22,1
21795,750.67,370451366947817,Maestro,12/18,1
21803,830.08,4302699348039,JCB 16 digit,04/18,12
21804,990.71,676147960949,Discover,04/18,12
21817,770.97,4838304691855767,JCB 15 digit,05/18,1
21828,720.08,30599201461402,JCB 16 digit,01/18,1
21830,810.58,4524693811148,JCB 16 digit,03/20,1
21843,1150.39,348997194249049,VISA 16 digit,06/25,1
21844,610.28,3096149227297839,Mastercard,12/17,1
21862,900.39,869923513657380,VISA 13 digit,05/18,1
21875,630.8,30398977336785,Voyager,05/18,1
21879,1190.77,180024351652666,Discover,11/22,1
21883,1020.57,5354430621373950,Voyager,08/18,1
21886,680.39,4251649735193,VISA 16 digit,01/22,1
21887,850.97,30492031741526,American Express,06/18,1
21889,980.85,30175842243333,VISA 16 digit,06/22,12
21899,710.49,210033086243349,Diners Club / Carte Blanche,04/18,1
21901,970.03,502026510870,Discover,06/18,1
21918,1070.56,4856519585638790,Diners Club / Carte Blanche,11/19,1
21938,1090.64,4331338373836077,Mastercard,01/18,1
21942,660.72,4479015475694,VISA 16 digit,06/18,1
21947,950.49,676365154373,Discover,05/18,1
21949,610.85,676231122901,Diners Club / Carte Blanche,04/18,1
21958,980.35,3158319513491983,VISA 16 digit,04/21,1
21993,690.07,379843519771493,Discover,12/19,1
21994,860.57,180071502254009,Voyager,01/19,1
21996,1050.34,30149765208763,Maestro,11/18,1
22013,670.1,180013061528464,VISA 13 digit,09/18,12
22020,740.85,30579086722904,JCB 15 digit,07/20,1
22025,600.83,379997716325923,VISA 16 digit,04/18,1
22031,860.92,371900616353191,Voyager,08/23,1
22032,680.39,6011361925853608,Discover,04/23,12
22044,840.36,869999147172061,VISA 16 digit,02/18,1
22045,1050.16,3158620470260802,VISA 13 digit,02/18,12
22056,1130.58,30573476630611,VISA 13 digit,03/19,1
22062,890.53,3088749992732637,VISA 13 digit,08/20,1
22063,620.04,869994344383736,JCB 16 digit,01/18,1
22064,800.62,6011569449080009,Discover,12/18,12
22066,890.06,30162456268061,JCB 16 digit,10/18,1
22070,690.66,4540787062221396,VISA 13 digit,10/17,12
22076,720.56,30430552641246,VISA 16 digit,09/24,12
22078,1130.68,180059163944158,VISA 13 digit,11/18,12
22098,950.27,3158639009474262,Diners Club / Carte Blanche,11/20,1
22112,810.77,869908530834815,Diners Club / Carte Blanche,02/18,1
22115,740.02,345212903498959,Voyager,01/19,12
22121,700.67,345624461197478,Maestro,07/19,1
22122,880.69,6011273020897580,JCB 16 digit,01/18,1
22126,700.11,6011568559633003,VISA 16 digit,02/20,1
22133,940.03,869976679600388,Mastercard,12/21,1
22136,810.53,3528776263790208,JCB 15 digit,07/22,1
22137,1100.69,6011746289895858,VISA 13 digit,07/24,1
22142,950.27,30385530870970,Diners Club / Carte Blanche,02/19,1
22154,1200.63,3096345883890814,Discover,01/22,12
22164,1070.79,3088108262239858,Voyager,03/18,1
22176,830.19,4089767031181795,Mastercard,05/18,1
22181,650.91,4819779354405,Discover,09/18,12
22186,990.34,3088664023193487,VISA 16 digit,05/19,12
22187,1100.92,676341260906,American Express,08/18,1
22189,940.91,630415200777,JCB 16 digit,10/21,1
22193,1080.32,4011695207083854,JCB 16 digit,10/23,1
22213,790.47,4149113972561281,JCB 15 digit,12/17,1
22214,800.78,869931938135957,Mastercard,12/18,12
22218,780.22,30083406813089,VISA 16 digit,07/21,1
22219,820.54,6011855523005941,American Express,11/25,1
22221,1030.18,6011236068351984,JCB 16 digit,02/22,1
22227,810.07,5321874724934814,American Express,03/23,12
22238,610.52,4311966788210803,JCB 16 digit,04/18,1
22248,1060.36,30385313558834,Voyager,02/20,1
22254,830.23,3096289099018614,JCB 15 digit,12/19,1
22258,1060.47,4544288947877755,Diners Club / Carte Blanche,10/17,1
22265,1090.9,3528089256139379,Discover,10/18,1
22280,1060.37,5285187451149033,Voyager,04/21,1
22293,820.66,379812739232867,JCB 16 digit,03/19,1
22295,1170.62,4340514672416394,American Express,08/18,1
22296,950.7,4729040876369,Mastercard,12/17,1
22310,870.99,3112233671338636,JCB 16 digit,05/18,1
22333,980.23,4161808585427993,Mastercard,05/18,12
22334,1190.79,4681100417352198,VISA 13 digit,03/23,1
22341,1040.05,869917058003182,American Express,01/18,12
22345,1040.65,347924547517915,Discover,08/18,1
22360,1060.0,4461679981191,VISA 16 digit,05/19,12
22377,850.99,4521199033847,VISA 13 digit,02/19,1
22383,910.16,4780272930836328,VISA 16 digit,08/22,1
22391,870.86,6011176837795287,Maestro,06/18,1
22396,630.69,3088037909730591,Voyager,06/20,1
22420,1150.53,869965267948366,Mastercard,09/18,1
22423,1200.23,3528735312844986,JCB 16 digit,01/18,1
22429,600.13,30152100633091,Maestro,06/20,1
22438,980.22,377148427669454,American Express,10/23,12
22441,710.43,210097723024719,Maestro,11/18,12
22446,670.42,3528441600054269,Diners Club / Carte Blanche,11/18,12
22456,1050.29,4737184835725098,VISA 16 digit,01/26,1
22460,810.16,5511569963757807,Voyager,08/20,1
22461,930.75,371510049390320,VISA 16 digit,04/18,1
22465,890.98,4272941299657716,VISA 13 digit,04/21,1
22466,670.3,6011133997585461,VISA 16 digit,12/21,1
22467,820.25,4691506839952282,JCB 16 digit,07/18,1
22476,1100.11,373762203506690,VISA 16 digit,01/25,12
22486,760.88,372923950892433,JCB 16 digit,05/23,1
22520,1020.18,3158238192333680,VISA 13 digit,03/23,1
22532,1100.22,5580945132555874,Maestro,06/22,1
22548,660.66,3112358246414552,JCB 16 digit,03/21,1
22550,1140.67,30548797381979,JCB 16 digit,10/19,1
22555,990.77,676393901480,Mastercard,02/20,12
22556,900.23,5371307371361469,American Express,05/18,1
22563,860.23,3088998139124832,Discover,09/18,1
22579,790.06,5207880557213241,Voyager,06/18,1
22610,600.81,561293108859,Discover,10/17,12
22622,680.6,4359245963142716,JCB 15 digit,01/23,1
22629,1120.82,3088632545941089,American Express,03/18,1
22632,620.53,371318640353659,American Express,03/26,1
22633,1050.11,30497104630043,Discover,10/17,12
22641,790.49,4298763185069,Maestro,07/19,1
22675,1080.46,869992325269551,Diners Club / Carte Blanche,10/21,1
22684,1120.17,5167435705393441,JCB 16 digit,06/20,1
22690,850.19,6011977553575781,VISA 16 digit,06/26,1
22702,700.48,180094100645477,JCB 15 digit,11/25,12
22704,1170.7,869900742388789,Diners Club / Carte Blanche,04/19,1
22709,750.19,502051208218,JCB 16 digit,06/19,1
22728,1170.85,4540932571244,VISA 16 digit,03/21,12
22732,830.26,4396545106347501,American Express,04/23,12
22753,660.5,3337599894727592,VISA 16 digit,05/19,12
22757,980.95,342457169290177,VISA 13 digit,03/20,1
22764,860.44,4817346894242,Discover,05/19,1
22778,1010.34,5157116623921768,Diners Club / Carte Blanche,10/20,1
22805,1110.89,6011644295107188,Voyager,11/17,1
22815,1090.87,5310273236190176,American Express,03/18,1
22822,740.17,4706280281660040,JCB 16 digit,05/18,1
22825,630.28,3088077975076073,Discover,11/19,1
22832,820.25,4986919042668518,VISA 16 digit,11/17,1
22837,1090.42,4970159832717047,Voyager,01/19,1
22841,910.38,210087100899916,Discover,07/20,12
22842,1180.34,3528312305087278,VISA 16 digit,01/27,1
22855,740.74,675904669685,VISA 16 digit,05/20,1
22857,1050.46,4239956675605990,JCB 15 digit,05/18,1
22862,830.93,3158650440915755,JCB 16 digit,05/19,12
22863,1150.05,4918737295947469,Diners Club / Carte Blanche,08/19,1
22865,830.52,374017435175148,Diners Club / Carte Blanche,02/22,1
22911,1190.76,30231845213961,Mastercard,02/18,1
22925,1040.36,3112965435311611,American Express,02/22,1
22942,1160.89,3337983982370608,JCB 15 digit,09/18,1
22958,620.53,3112093133689376,Mastercard,12/17,1
22967,610.36,3112988767798197,VISA 13 digit,05/27,12
22976,940.36,869952155041298,Voyager,12/17,1
22979,830.18,5186497019458226,JCB 16 digit,09/20,12
22990,830.14,30556074160289,Discover,09/21,1
22991,1190.32,4732531230391055,American Express,05/21,1
23008,990.17,379601922330111,American Express,03/20,1
23015,930.1,373619322809118,Maestro,09/24,1
23016,900.78,639042858428,Maestro,12/25,1
23018,1200.52,5560267251585515,JCB 16 digit,12/22,1
23023,630.72,180075745819940,Diners Club / Carte Blanche,03/21,1
23027,850.27,343258108188947,JCB 16 digit,04/21,1
23029,650.33,6011769649299256,Maestro,11/19,1
23037,700.97,30119509199099,Voyager,08/21,12
23069,1190.85,4612514578804,VISA 13 digit,07/22,12
23110,680.69,639038754839,VISA 13 digit,06/19,1
23111,750.6,869960875972338,American Express,01/18,1
23114,1190.48,30377576231308,Diners Club / Carte Blanche,12/17,1
23123,620.28,676123392992,Discover,07/19,1
23129,730.31,3096954766138751,JCB 16 digit,02/19,1
23135,1100.65,869934711600007,Diners Club / Carte Blanche,05/21,1
23136,1190.53,4313830332127897,VISA 16 digit,07/21,1
23138,860.27,4513448655843,JCB 16 digit,06/18,1
23153,780.1,6011625163954132,JCB 16 digit,06/20,1
23159,770.88,3112696638762835,JCB 15 digit,03/18,1
23160,640.27,3096436135637754,Voyager,06/25,1
23162,1090.43,370584915241355,VISA 13 digit,11/17,1
23164,830.45,4000293010867409,Discover,08/21,1
23167,950.34,869951548211394,Mastercard,09/22,1
23175,1010.78,3528019865123290,Voyager,01/20,1
23178,710.22,869961740367514,VISA 13 digit,08/18,1
23179,1080.69,3088948749118054,VISA 16 digit,02/18,12
23180,1040.8,869942851551385,JCB 15 digit,12/17,1
23181,910.39,869962220901319,JCB 16 digit,09/19,12
23188,740.37,5537140408806425,Discover,07/18,1
23189,830.04,675948624613,Discover,05/18,1
23190,1150.18,4131458270922,JCB 15 digit,01/21,1
23199,690.25,4404775485212055,VISA 16 digit,10/23,1
23204,1070.66,4605340324260877,Maestro,02/24,1
23221,1060.02,589308499781,Mastercard,10/20,1
23227,1010.26,869940802742004,JCB 16 digit,03/18,1
23249,780.24,3337609705398374,JCB 15 digit,07/22,1
23258,910.45,4966320873635227,Voyager,08/20,1
23261,630.03,6011687576843971,JCB 16 digit,04/23,1
23266,1060.54,3158199595815758,Mastercard,01/19,1
23281,1140.59,3112905810649276,JCB 15 digit,07/22,1
23284,940.13,5135164784031982,VISA 16 digit,07/18,12
23310,990.92,676240049038,Discover,05/18,12
23313,980.17,4171593973992950,VISA 13 digit,01/18,1
23317,1180.36,3337531556985614,Voyager,03/20,1
23323,890.43,060411003175,Discover,12/17,1
23335,850.51,5137564248115297,VISA 16 digit,11/19,12
23349,940.33,180027475321159,JCB 16 digit,04/24,1
23360,1110.51,4875783450290932,VISA 13 digit,09/20,1
23367,640.24,4224358368050,JCB 16 digit,09/21,1
23369,750.04,869957656308906,JCB 15 digit,07/18,12
23396,600.03,210030901995855,VISA 16 digit,08/18,1
23402,980.43,639040403235,Diners Club / Carte Blanche,01/18,1
23425,970.75,4241485783960341,American Express,05/25,1
23443,950.54,6011119520944226,VISA 16 digit,08/23,1
23473,1190.52,180013267304728,VISA 16 digit,01/20,1
23476,1100.07,4362216928573217,VISA 16 digit,08/18,1
23478,790.35,060460298205,American Express,05/22,12
23481,810.41,3158817142075101,Diners Club / Carte Blanche,09/23,1
23504,850.49,371951238448703,American Express,04/18,1
23518,1050.47,5120591190147175,Discover,01/20,1
23519,1190.98,210047794443397,Discover,08/20,1
23524,1180.54,676172739572,VISA 16 digit,09/21,1
23545,650.96,869948496571340,American Express,11/18,1
23552,910.13,4333376586146,Voyager,08/19,12
23555,670.16,3088093541488866,Mastercard,01/18,1
23557,1120.77,3528473092921978,JCB 15 digit,11/17,12
23561,970.04,4787201600813302,VISA 13 digit,10/20,1
23570,630.73,3528908395385496,JCB 15 digit,07/21,1
23581,1060.46,30314486301038,Mastercard,07/21,1
23587,1020.68,4145649526067,VISA 16 digit,07/21,1
23588,1170.04,503877884109,Maestro,12/22,1
23596,1090.29,4818725603876232,Discover,04/23,1
23601,1160.36,4697874168866,Discover,03/23,12
23604,990.76,4671257468135377,JCB 16 digit,08/21,1
23619,1050.72,379461701692649,Maestro,12/20,1
23625,1100.24,3337035087421289,VISA 16 digit,11/19,1
23634,710.25,30204255076830,American Express,01/18,1
23637,980.02,180098786675583,Maestro,07/22,1
23643,1070.53,4408421464196052,Maestro,02/20,1
23650,660.75,5496059104650136,Diners Club / Carte Blanche,01/18,1
23660,730.68,378389479409816,JCB 16 digit,01/25,1
23663,870.38,3337774352821217,VISA 16 digit,11/24,1
23675,890.22,4559967509416,JCB 16 digit,01/21,1
23677,750.52,4641748423138545,Discover,12/17,12
23684,1030.48,4241318599956213,JCB 16 digit,03/21,1
23693,930.01,5174141514895003,JCB 16 digit,07/21,1
23702,1060.2,3096729918169049,Discover,10/24,1
23707,650.62,373988334434060,American Express,12/20,1
23720,910.2,869974732386905,VISA 16 digit,11/17,1
23728,960.23,5406619973616887,Discover,11/17,1
23737,1040.49,4930717292150014,American Express,09/18,1
23756,890.48,210021185862622,Voyager,01/20,1
23759,1090.93,30501347539018,Diners Club / Carte Blanche,04/18,1
23760,1110.02,869917174159538,VISA 16 digit,07/23,1
23782,740.0,30360303937744,VISA 16 digit,12/19,1
23791,1020.44,3112381975899827,JCB 16 digit,11/19,1
23812,1010.9,869940735321140,JCB 15 digit,06/26,1
23813,680.58,3088689391467270,Mastercard,11/17,1
23830,670.3,869967807339734,JCB 16 digit,04/22,1
23833,900.15,30122999822857,JCB 15 digit,12/17,12
23850,870.96,869960702574133,Mastercard,12/17,1
23852,720.74,30212514493209,American Express,08/20,1
23858,810.2,4525577085541014,American Express,12/17,1
23861,1020.46,6011486567824714,JCB 16 digit,06/20,1
23863,980.23,5225901880717266,Diners Club / Carte Blanche,07/19,1
23868,1120.43,4689711672274794,VISA 16 digit,10/19,1
23886,850.9,3096704780383887,Mastercard,09/18,1
23941,900.79,6011305307469210,JCB 16 digit,01/26,12
23943,1160.36,4143565244046209,JCB 16 digit,12/21,1
23949,1060.75,5385686558909925,JCB 16 digit,04/19,1
23953,700.46,4341143075152,Discover,10/18,12
23959,870.87,373533230713785,VISA 13 digit,01/20,1
23963,1140.52,30272726822629,JCB 16 digit,02/18,12
23964,1100.51,589301652444,JCB 16 digit,11/17,1
23976,900.19,4345337592872,Mastercard,01/18,1
23990,690.98,4967488636644,Discover,03/22,1
23993,600.07,3158217735572798,VISA 16 digit,12/18,1
23999,1020.24,4620732674679444,VISA 16 digit,03/18,12
24000,850.2,3337156856687114,VISA 13 digit,05/21,1
24011,890.1,180093906276859,Mastercard,05/19,1
24027,820.15,30443845179957,VISA 16 digit,04/21,1
24035,600.2,3528532716651137,Discover,04/24,12
24036,1140.43,210034731572942,Mastercard,01/23,12
24039,880.38,372279773535117,Diners Club / Carte Blanche,10/22,1
24041,790.55,5464400921538898,JCB 15 digit,03/19,1
24079,1060.84,4904337870002099,American Express,07/18,1
24080,740.5,5466168461489651,VISA 16 digit,06/18,1
24093,650.87,869933303391785,American Express,06/24,1
24106,1040.55,372690698956677,JCB 16 digit,09/20,12
24111,860.56,675968031152,Mastercard,01/24,1
24127,1000.76,377968402666047,Diners Club / Carte Blanche,12/20,1
24128,850.2,4640384184163604,American Express,11/17,1
24137,950.69,3337146208541374,Voyager,01/22,1
24140,690.33,869934478301120,VISA 16 digit,02/20,1
24141,1150.95,5594784749425955,Maestro,04/19,1
24142,970.51,4211119793734,Voyager,01/19,1
24155,740.01,347800272981619,Maestro,04/20,12
