numeropol,cout_prime,credit_card_number,credit_card_provider,credit_card_expire,freq_pmt
23858,810.2,4.5255771E15,American Express,01DEC17:00:00:00,1
23861,1020.46,6.0114866E15,JCB 16 digit,01JUN20:00:00:00,1
23863,980.23,5.2259019E15,Diners Club / Carte Blanche,01JUL19:00:00:00,1
23868,1120.43,4.6897117E15,VISA 16 digit,01OCT19:00:00:00,1
23886,850.9,3.0967048E15,Mastercard,01SEP18:00:00:00,1
23941,900.79,6.0113053E15,JCB 16 digit,01JAN26:00:00:00,12
23943,1160.36,4.1435652E15,JCB 16 digit,01DEC21:00:00:00,1
23949,1060.75,5.3856866E15,JCB 16 digit,01APR19:00:00:00,1
23953,700.46,4.3411431E12,Discover,01OCT18:00:00:00,12
23959,870.87,3.7353323E14,VISA 13 digit,01JAN20:00:00:00,1
23963,1140.52,3.0272727E13,JCB 16 digit,01FEB18:00:00:00,12
23964,1100.51,589301652444,JCB 16 digit,01NOV17:00:00:00,1
23976,900.19,4.3453376E12,Mastercard,01JAN18:00:00:00,1
23990,690.98,4.9674886E12,Discover,01MAR22:00:00:00,1
23993,600.07,3.1582177E15,VISA 16 digit,01DEC18:00:00:00,1
23999,1020.24,4.6207327E15,VISA 16 digit,01MAR18:00:00:00,12
24000,850.2,3.3371569E15,VISA 13 digit,01MAY21:00:00:00,1
24011,890.1,1.8009391E14,Mastercard,01MAY19:00:00:00,1
24027,820.15,3.0443845E13,VISA 16 digit,01APR21:00:00:00,1
24035,600.2,3.5285327E15,Discover,01APR24:00:00:00,12
24036,1140.43,2.1003473E14,Mastercard,01JAN23:00:00:00,12
24039,880.38,3.7227977E14,Diners Club / Carte Blanche,01OCT22:00:00:00,1
24041,790.55,5.4644009E15,JCB 15 digit,01MAR19:00:00:00,1
24079,1060.84,4.9043379E15,American Express,01JUL18:00:00:00,1
24080,740.5,5.4661685E15,VISA 16 digit,01JUN18:00:00:00,1
24093,650.87,8.699333E14,American Express,01JUN24:00:00:00,1
24106,1040.55,3.726907E14,JCB 16 digit,01SEP20:00:00:00,12
24111,860.56,675968031152,Mastercard,01JAN24:00:00:00,1
24127,1000.76,3.779684E14,Diners Club / Carte Blanche,01DEC20:00:00:00,1
24128,850.2,4.6403842E15,American Express,01NOV17:00:00:00,1
24137,950.69,3.3371462E15,Voyager,01JAN22:00:00:00,1
24140,690.33,8.6993448E14,VISA 16 digit,01FEB20:00:00:00,1
24141,1150.95,5.5947847E15,Maestro,01APR19:00:00:00,1
24142,970.51,4.2111198E12,Voyager,01JAN19:00:00:00,1
24155,740.01,3.4780027E14,Maestro,01APR20:00:00:00,12
24160,870.37,4.5323447E12,VISA 16 digit,01FEB20:00:00:00,1
24165,1160.05,6.0110774E15,American Express,01JUL25:00:00:00,1
24175,920.04,4.2194999E15,Discover,01NOV17:00:00:00,1
24180,970.7,4.1043524E15,VISA 16 digit,01DEC23:00:00:00,1
24187,620.69,8.6992583E14,JCB 16 digit,01JAN23:00:00:00,1
24188,820.88,3.0882101E15,Discover,01NOV19:00:00:00,1
24190,710.79,4.3384238E15,VISA 16 digit,01FEB22:00:00:00,12
24191,910.39,4.1867738E15,American Express,01MAY19:00:00:00,1
24203,1180.39,4.1338627E15,JCB 15 digit,01MAY21:00:00:00,12
24205,1090.91,8.6996928E14,JCB 15 digit,01DEC18:00:00:00,1
24226,1160.66,8.6995552E14,Discover,01APR23:00:00:00,1
24247,1080.26,502019822464,JCB 16 digit,01JUN18:00:00:00,12
24259,750.61,6.0117512E15,Diners Club / Carte Blanche,01JUN23:00:00:00,12
24266,630.43,4.6397276E12,Diners Club / Carte Blanche,01JUN21:00:00:00,1
24267,880.34,60409746223,Discover,01JAN20:00:00:00,1
24268,1170.87,4.663156E15,VISA 13 digit,01JUL25:00:00:00,12
24275,740.5,8.6998655E14,VISA 16 digit,01APR19:00:00:00,1
24282,820.81,3.1124774E15,American Express,01DEC21:00:00:00,1
24283,760.87,6.0110507E15,VISA 16 digit,01NOV18:00:00:00,1
24284,620.3,6.0112941E15,JCB 16 digit,01APR19:00:00:00,1
24312,650.61,3.7174084E14,Maestro,01NOV20:00:00:00,1
24315,710.25,3.0883959E15,American Express,01OCT20:00:00:00,12
24320,770.94,3.005546E13,VISA 16 digit,01DEC22:00:00:00,1
24321,1080.57,1.8001358E14,VISA 16 digit,01MAY18:00:00:00,1
24322,960.2,4.6306954E15,VISA 16 digit,01AUG19:00:00:00,1
24335,650.89,8.6999277E14,American Express,01DEC18:00:00:00,1
24336,620.58,4.7141874E15,Discover,01JUN23:00:00:00,1
24350,830.96,3.0250827E13,Discover,01NOV21:00:00:00,12
24356,1010.59,3.337086E15,VISA 16 digit,01OCT17:00:00:00,1
24364,820.76,6.0115168E15,Discover,01NOV18:00:00:00,1
24368,840.72,8.6992143E14,Voyager,01JUL18:00:00:00,1
24372,880.52,8.6998331E14,American Express,01APR21:00:00:00,1
24373,860.61,4.8061159E12,Diners Club / Carte Blanche,01OCT17:00:00:00,1
24379,710.13,2.1000175E14,Mastercard,01JUN20:00:00:00,1
24387,860.5,8.6996248E14,Diners Club / Carte Blanche,01JUN23:00:00:00,1
24394,1110.5,4.3603743E15,Discover,01OCT18:00:00:00,1
24398,680.16,3.0269319E13,JCB 15 digit,01OCT22:00:00:00,1
24406,930.4,3.1587053E15,Mastercard,01SEP22:00:00:00,1
24431,840.42,4.1281506E15,JCB 15 digit,01AUG20:00:00:00,1
24433,1060.34,3.0889954E15,Maestro,01MAY19:00:00:00,1
24439,970.93,8.6991601E14,JCB 16 digit,01AUG18:00:00:00,1
24440,960.99,4.4671898E15,JCB 15 digit,01FEB22:00:00:00,12
24444,810.66,3.0036368E13,Voyager,01DEC17:00:00:00,12
24453,790.69,5.2578048E15,Voyager,01DEC18:00:00:00,12
24458,730.11,5.3033785E15,VISA 16 digit,01OCT21:00:00:00,1
24460,880.51,5.1992051E15,Mastercard,01AUG22:00:00:00,1
24462,940.93,4.5654204E12,Maestro,01DEC18:00:00:00,1
24468,640.19,2.1000258E14,VISA 16 digit,01DEC18:00:00:00,1
24476,630.62,8.6993143E14,JCB 16 digit,01NOV17:00:00:00,1
24496,650.02,4.2329969E15,Maestro,01JUL20:00:00:00,1
24513,990.84,3.1126638E15,JCB 16 digit,01JUL18:00:00:00,1
24517,730.9,6.0112964E15,Discover,01NOV21:00:00:00,1
24537,820.94,3.0321639E13,Mastercard,01MAY18:00:00:00,1
24546,850.15,3.4343009E14,JCB 16 digit,01JUN20:00:00:00,1
24549,761,3.7543163E14,Maestro,01MAY24:00:00:00,1
24551,990.9,3.7495489E14,Maestro,01JUL18:00:00:00,12
24559,610.82,4.484771E15,Diners Club / Carte Blanche,01MAR20:00:00:00,1
24573,1110.61,3.7425981E14,Mastercard,01JUN18:00:00:00,12
24577,1000.07,5.4955663E15,JCB 15 digit,01NOV17:00:00:00,1
24578,650.91,3.452764E14,Discover,01JAN18:00:00:00,1
24587,970.54,676160616683,Voyager,01APR18:00:00:00,1
24592,1180.78,2.100963E14,JCB 15 digit,01NOV23:00:00:00,12
24607,1100.06,4.1752359E15,Maestro,01JUL22:00:00:00,1
24612,610.9,6.011486E15,JCB 16 digit,01JAN18:00:00:00,1
24613,1130.31,3.034471E13,JCB 16 digit,01MAY20:00:00:00,1
24623,740.59,3.0594462E13,JCB 16 digit,01JAN20:00:00:00,1
24625,1080.12,4.4723733E12,JCB 15 digit,01MAR25:00:00:00,1
24635,1110.65,1.8002024E14,Voyager,01DEC18:00:00:00,1
24646,1160.9,8.6991441E14,Diners Club / Carte Blanche,01NOV17:00:00:00,1
24652,810.98,6.0114252E15,Maestro,01DEC19:00:00:00,1
24665,940.91,675983808402,VISA 13 digit,01OCT20:00:00:00,1
24667,880.23,4.7416863E15,VISA 16 digit,01JUL24:00:00:00,1
24668,970.69,8.6996236E14,JCB 15 digit,01DEC17:00:00:00,12
24670,800.63,1.8004719E14,Mastercard,01JUL18:00:00:00,1
24673,670.82,8.6990951E14,VISA 13 digit,01JUN18:00:00:00,1
24675,960.76,561226938968,Maestro,01MAR20:00:00:00,1
24682,1010.79,2.1001124E14,JCB 16 digit,01JUN18:00:00:00,1
24683,620.39,5.5014708E15,JCB 16 digit,01OCT18:00:00:00,1
24687,630.59,3.0963782E15,VISA 16 digit,01MAR20:00:00:00,12
24696,970.27,3.7247735E14,JCB 15 digit,01DEC19:00:00:00,1
24697,1100.59,3.4322201E14,Voyager,01JAN23:00:00:00,1
24700,680.1,6.011336E15,Maestro,01NOV26:00:00:00,12
24702,970.32,4.6237493E15,VISA 16 digit,01APR24:00:00:00,1
24703,920.09,2.1008637E14,American Express,01MAY26:00:00:00,12
24705,1150.61,3.0031893E13,VISA 13 digit,01JUN18:00:00:00,12
24713,920.92,5.1874921E15,JCB 16 digit,01APR19:00:00:00,1
24727,640.56,3.088223E15,Voyager,01APR20:00:00:00,12
24729,1160.43,3.0880772E15,American Express,01JUL18:00:00:00,1
24731,950.89,3.088526E15,American Express,01NOV22:00:00:00,1
24736,800.21,3.763004E14,VISA 16 digit,01DEC23:00:00:00,1
24739,670.23,4.7196812E15,Mastercard,01NOV19:00:00:00,1
24752,650.52,3.528689E15,VISA 16 digit,01MAY18:00:00:00,1
24757,1030.06,3.4422768E14,Diners Club / Carte Blanche,01APR24:00:00:00,1
24760,820.2,6.0119646E15,Voyager,01AUG20:00:00:00,1
24762,640.03,8.6998633E14,JCB 15 digit,01SEP20:00:00:00,12
24771,1000.99,6.0111778E15,VISA 16 digit,01MAR27:00:00:00,1
24775,910.08,503833222535,Mastercard,01JUL27:00:00:00,1
24784,1070.15,6.0115677E15,Mastercard,01MAY22:00:00:00,1
24785,710.25,6.0113285E15,JCB 16 digit,01OCT17:00:00:00,1
24786,680.18,3.1580585E15,American Express,01MAY20:00:00:00,1
24788,970.76,4.5676169E15,VISA 16 digit,01JUL19:00:00:00,1
24789,1040.86,3.0149034E13,JCB 16 digit,01NOV18:00:00:00,12
24797,700.41,4.9391264E15,VISA 16 digit,01FEB19:00:00:00,12
24798,1160.28,3.1125746E15,JCB 15 digit,01DEC20:00:00:00,1
24820,920.03,6.0117823E15,VISA 16 digit,01MAY18:00:00:00,1
24822,650.24,3.5288752E15,JCB 16 digit,01JUN18:00:00:00,1
24826,980.02,503888190603,Mastercard,01MAR19:00:00:00,1
24830,640.03,4.82014E15,VISA 16 digit,01DEC18:00:00:00,1
24841,900.09,3.4617304E14,VISA 13 digit,01JUN18:00:00:00,1
24843,880.97,2.1002939E14,Mastercard,01JUN20:00:00:00,1
24844,860.6,4.1575621E12,Discover,01APR18:00:00:00,1
24845,1050.27,3.5286198E15,Maestro,01MAY18:00:00:00,1
24847,670.45,3.1580759E15,JCB 16 digit,01OCT21:00:00:00,1
24849,1120.03,2.1007777E14,American Express,01SEP19:00:00:00,1
24855,600.73,3.7893326E14,JCB 16 digit,01JAN19:00:00:00,1
24859,1050.77,4.1767761E15,Voyager,01JAN19:00:00:00,1
24865,1050.96,3.1589572E15,JCB 15 digit,01APR20:00:00:00,1
24868,890.01,3.1584941E15,Maestro,01JAN22:00:00:00,12
24873,880.78,4.3400114E15,Diners Club / Carte Blanche,01APR19:00:00:00,1
24879,1000.1,4.77533E15,Discover,01APR27:00:00:00,1
24894,1020.56,3.0025329E13,Discover,01FEB18:00:00:00,1
24895,880.32,4.7374652E15,JCB 16 digit,01JUL19:00:00:00,1
24897,780.75,3.1125365E15,VISA 13 digit,01AUG23:00:00:00,1
24910,830.1,5.2928157E15,American Express,01AUG20:00:00:00,12
24912,750.88,4.1796518E15,VISA 16 digit,01DEC19:00:00:00,1
24914,750.15,4.3500244E12,Discover,01MAR21:00:00:00,1
24916,980.32,5.3274588E15,Maestro,01MAR20:00:00:00,12
24917,840.61,503846105016,VISA 16 digit,01APR19:00:00:00,1
24918,1170.56,501848847775,Discover,01MAY18:00:00:00,12
24933,750.15,3.0199444E13,JCB 16 digit,01OCT17:00:00:00,1
24943,750.37,676284900880,VISA 16 digit,01AUG19:00:00:00,12
24946,650.93,8.6991274E14,Mastercard,01MAR20:00:00:00,1
24953,1120.48,8.6997413E14,Voyager,01FEB24:00:00:00,1
24961,1080.4,3.1588606E15,American Express,01APR24:00:00:00,12
24966,850.05,3.0464599E13,Voyager,01NOV22:00:00:00,1
24974,1110.59,3.0338016E13,Maestro,01MAR22:00:00:00,1
24988,1100.94,4.5557708E15,JCB 16 digit,01AUG18:00:00:00,1
24993,740.43,3.0545353E13,JCB 16 digit,01APR22:00:00:00,1
25001,770.42,4.2311874E15,VISA 16 digit,01JUL18:00:00:00,1
25002,730.83,2.1001279E14,Diners Club / Carte Blanche,01NOV19:00:00:00,12
25003,630.23,3.0380924E13,Diners Club / Carte Blanche,01AUG20:00:00:00,1
25006,750.49,1.8000922E14,Mastercard,01AUG26:00:00:00,1
25007,1120.69,6.0117265E15,Discover,01FEB20:00:00:00,1
25008,1190.56,4.3013929E15,JCB 16 digit,01AUG18:00:00:00,1
25017,1100.37,3.0167916E13,American Express,01AUG21:00:00:00,12
25020,960.37,3.0888177E15,Voyager,01JUN25:00:00:00,1
25021,1160.82,1.8002061E14,VISA 16 digit,01SEP18:00:00:00,1
25025,1020.97,4.8361585E12,Diners Club / Carte Blanche,01MAY22:00:00:00,1
25026,890.54,5.4753832E15,Discover,01MAY18:00:00:00,1
25045,1120.73,6.0119713E15,Discover,01MAR19:00:00:00,1
25047,790.37,5.3529537E15,VISA 16 digit,01JAN25:00:00:00,1
25054,620.05,3.4710784E14,Voyager,01MAR18:00:00:00,1
25063,840.85,6.0119954E15,American Express,01FEB22:00:00:00,12
25068,720.88,6.0111443E15,JCB 16 digit,01APR19:00:00:00,1
25069,800.54,675992873744,JCB 16 digit,01DEC20:00:00:00,1
25081,950.71,4.6160097E15,Maestro,01DEC19:00:00:00,1
25092,610.46,4.9420107E12,American Express,01MAY25:00:00:00,1
25106,650.11,3.0960747E15,JCB 15 digit,01OCT22:00:00:00,1
25108,730.32,3.1588987E15,Voyager,01JAN23:00:00:00,1
25122,910.32,4.0186348E12,VISA 16 digit,01JUL18:00:00:00,1
25124,790.19,4.4609819E15,VISA 16 digit,01JUN19:00:00:00,1
25127,1180.55,4.4218718E15,VISA 13 digit,01SEP21:00:00:00,1
25158,630.51,8.6992045E14,JCB 16 digit,01MAY20:00:00:00,1
25160,710.53,4.4470146E15,Mastercard,01DEC17:00:00:00,1
25162,1060.33,3.0967699E15,VISA 13 digit,01MAY19:00:00:00,1
25163,790.71,60490020058,Diners Club / Carte Blanche,01NOV17:00:00:00,1
25164,760.32,4.269558E15,VISA 16 digit,01DEC19:00:00:00,1
25168,750.3,3.0173463E13,JCB 16 digit,01JUN19:00:00:00,1
25172,1070.49,3.0216082E13,VISA 13 digit,01FEB19:00:00:00,1
25173,1110.84,3.5285688E15,JCB 15 digit,01SEP20:00:00:00,12
25182,660.11,3.0103316E13,JCB 16 digit,01DEC17:00:00:00,1
25193,660.04,503873160512,JCB 16 digit,01JUN18:00:00:00,1
25199,1180.81,4.1103042E15,Voyager,01MAY21:00:00:00,1
25201,740.36,1.8009045E14,JCB 16 digit,01JUN25:00:00:00,1
25219,780.56,503858439253,Maestro,01AUG18:00:00:00,12
25221,680.81,3.0881059E15,Voyager,01FEB21:00:00:00,1
25224,1180.02,6.0112685E15,VISA 13 digit,01MAY18:00:00:00,1
25226,1040.64,4.83657E15,VISA 16 digit,01MAY18:00:00:00,1
25228,950.69,3.436642E14,JCB 16 digit,01AUG18:00:00:00,12
25231,900.18,676377191777,VISA 16 digit,01NOV21:00:00:00,1
25238,790.85,8.6998326E14,VISA 16 digit,01JUL19:00:00:00,1
25243,870.1,2.1001764E14,Voyager,01OCT18:00:00:00,1
25247,1180.75,6.0118135E15,American Express,01NOV23:00:00:00,1
25252,940.87,4.2992204E15,Mastercard,01OCT20:00:00:00,12
25291,1180.58,502046641234,JCB 16 digit,01MAY21:00:00:00,1
25296,820.58,3.5282282E15,Maestro,01DEC23:00:00:00,1
25302,620.44,8.699506E14,JCB 16 digit,01MAY18:00:00:00,12
25305,630.61,8.6995017E14,Voyager,01JUL22:00:00:00,1
25312,1080.98,8.6998057E14,American Express,01MAR20:00:00:00,1
25321,830.77,3.4032592E14,Mastercard,01JAN19:00:00:00,1
25323,850.95,3.1124049E15,JCB 16 digit,01SEP21:00:00:00,12
25336,990.07,5.4745328E15,American Express,01OCT17:00:00:00,12
25348,820.71,589361439526,VISA 16 digit,01FEB23:00:00:00,1
25355,890.35,3.1589882E15,Maestro,01AUG19:00:00:00,1
25357,1150.2,6.0113006E15,JCB 15 digit,01MAY20:00:00:00,1
25367,690.87,3.4572449E14,JCB 16 digit,01JUN18:00:00:00,1
25377,830.5,3.1589016E15,Diners Club / Carte Blanche,01MAY26:00:00:00,1
25378,990.18,676270537365,VISA 16 digit,01JUL21:00:00:00,1
25379,670.48,3.0151458E13,American Express,01FEB18:00:00:00,1
25382,910.33,4.1621717E12,VISA 16 digit,01MAY18:00:00:00,1
25389,820.48,3.7026235E14,Voyager,01AUG18:00:00:00,1
25393,860.02,503808363843,Diners Club / Carte Blanche,01MAR24:00:00:00,1
25398,940.54,5.331495E15,VISA 13 digit,01OCT17:00:00:00,1
25402,700.95,3.1125409E15,Diners Club / Carte Blanche,01JAN20:00:00:00,1
25403,960.53,1.8007804E14,JCB 16 digit,01SEP18:00:00:00,1
25419,930.43,4.9479551E15,American Express,01JAN18:00:00:00,1
25423,1000.43,60475119107,Diners Club / Carte Blanche,01FEB18:00:00:00,1
25424,690.19,5.5156187E15,American Express,01AUG19:00:00:00,1
25429,640.93,4.4961193E12,VISA 16 digit,01SEP19:00:00:00,1
25443,930.91,6.0117802E15,VISA 16 digit,01OCT18:00:00:00,1
25447,810.29,1.8005855E14,VISA 16 digit,01JAN21:00:00:00,1
25457,1130.48,5.5807474E15,Diners Club / Carte Blanche,01SEP19:00:00:00,1
25459,1160.02,2.1000193E14,American Express,01MAY18:00:00:00,1
25462,910.79,4.7323181E15,Mastercard,01JUN18:00:00:00,1
25470,1080.66,4.6300416E12,VISA 16 digit,01FEB23:00:00:00,1
25472,630.31,5.4734652E15,Diners Club / Carte Blanche,01NOV20:00:00:00,1
25476,640.89,5.5655091E15,JCB 16 digit,01AUG22:00:00:00,1
25478,970.57,3.3373134E15,JCB 15 digit,01JUN19:00:00:00,1
25488,870.6,3.0255665E13,Discover,01JUL18:00:00:00,1
25491,620.7,8.6994425E14,American Express,01APR20:00:00:00,1
25502,720.64,8.6998214E14,JCB 15 digit,01OCT18:00:00:00,1
25504,1130.68,5.4609241E15,American Express,01NOV21:00:00:00,1
25507,940.07,3.7016062E14,American Express,01OCT20:00:00:00,1
25513,770.48,3.5282906E15,Discover,01JUN23:00:00:00,1
25518,810.19,561241963132,Discover,01SEP21:00:00:00,1
25525,1140.34,4.0858368E15,Diners Club / Carte Blanche,01JUL18:00:00:00,1
25538,760.15,8.6996154E14,Mastercard,01NOV19:00:00:00,1
25545,830.17,3.0882047E15,JCB 16 digit,01OCT20:00:00:00,1
25548,1200.13,502096633719,JCB 16 digit,01JAN19:00:00:00,1
25551,710.84,3.0360132E13,Mastercard,01OCT17:00:00:00,1
25553,820.79,676200379052,VISA 13 digit,01MAY19:00:00:00,12
25558,1170.66,3.0231209E13,American Express,01AUG21:00:00:00,1
25573,1190.32,5.169634E15,Mastercard,01FEB23:00:00:00,1
25579,700.94,2.1009992E14,VISA 16 digit,01OCT24:00:00:00,1
25589,1121,5.1965001E15,VISA 16 digit,01AUG18:00:00:00,12
25594,900.45,2.100215E14,VISA 13 digit,01APR19:00:00:00,1
25602,1080.65,4.9867087E12,Discover,01DEC19:00:00:00,1
25604,610.03,3.1584391E15,Mastercard,01APR19:00:00:00,1
25610,680.07,3.4102967E14,American Express,01JAN18:00:00:00,1
25613,1060.9,3.0244445E13,VISA 13 digit,01MAR26:00:00:00,1
25629,750.71,5.3224035E15,JCB 16 digit,01JAN23:00:00:00,1
25633,870.31,3.0965976E15,Maestro,01SEP18:00:00:00,1
25635,780.19,6.0110178E15,Voyager,01MAR23:00:00:00,1
25636,1050.91,4.2397915E12,VISA 16 digit,01JAN24:00:00:00,1
25638,1120.77,3.7785728E14,VISA 16 digit,01MAY21:00:00:00,1
25642,1100.17,3.0883658E15,American Express,01JAN18:00:00:00,12
25646,680.71,3.4386758E14,JCB 15 digit,01NOV21:00:00:00,12
25662,810.42,4.2077069E15,Voyager,01AUG24:00:00:00,1
25664,1120.62,3.0042005E13,Diners Club / Carte Blanche,01JUL18:00:00:00,12
25667,1140.51,4.9445931E15,VISA 13 digit,01MAR27:00:00:00,1
25668,780.17,4.9395723E12,Discover,01JUN20:00:00:00,12
25671,900.59,4.9862812E15,JCB 16 digit,01FEB19:00:00:00,1
25686,800.92,3.1588015E15,VISA 16 digit,01DEC17:00:00:00,1
25690,840.6,8.6994091E14,Maestro,01SEP22:00:00:00,1
25691,790.38,6.0114659E15,JCB 16 digit,01MAR20:00:00:00,1
25693,1120.55,60487866679,Discover,01MAY27:00:00:00,1
25703,1090.14,3.0476126E13,Voyager,01FEB18:00:00:00,1
25708,1030.07,5.351414E15,VISA 13 digit,01AUG19:00:00:00,1
25709,960.94,4.9872482E15,Mastercard,01MAY19:00:00:00,1
25711,770.13,630473148389,American Express,01FEB26:00:00:00,12
25717,660.05,3.0968715E15,JCB 16 digit,01DEC22:00:00:00,1
25720,870.97,3.5284679E15,Voyager,01APR20:00:00:00,1
25743,1090.27,4.4524413E15,JCB 16 digit,01MAY19:00:00:00,1
25748,800.23,676203781999,VISA 16 digit,01AUG20:00:00:00,1
25751,1060.37,2.1000268E14,Discover,01AUG18:00:00:00,12
25755,1120.03,3.4668464E14,VISA 16 digit,01AUG21:00:00:00,1
25757,1120.73,502077031867,VISA 16 digit,01OCT17:00:00:00,1
25760,640.44,4.5039958E15,JCB 16 digit,01APR18:00:00:00,1
25771,610.11,1.8002491E14,VISA 16 digit,01APR19:00:00:00,12
25775,950.79,3.79584E14,VISA 16 digit,01NOV20:00:00:00,1
25776,740.43,1.8005551E14,Discover,01JUN25:00:00:00,1
25778,780.44,4.5932305E15,JCB 16 digit,01MAR24:00:00:00,12
25780,910.82,639096673954,VISA 16 digit,01NOV19:00:00:00,1
25784,980.21,6.0114477E15,Diners Club / Carte Blanche,01DEC19:00:00:00,1
25790,970.28,3.0503358E13,Voyager,01AUG18:00:00:00,1
25796,1030.98,502070066761,JCB 15 digit,01DEC17:00:00:00,1
25797,1020.46,3.1587875E15,VISA 13 digit,01OCT25:00:00:00,1
25798,970.03,3.0536794E13,VISA 16 digit,01JAN18:00:00:00,1
25806,630.16,4.5555606E12,JCB 16 digit,01JUN19:00:00:00,1
25807,830.58,2.1001637E14,VISA 13 digit,01APR18:00:00:00,12
25813,1010.01,4.780213E15,VISA 16 digit,01APR18:00:00:00,12
25832,700.64,6.0112052E15,JCB 16 digit,01NOV19:00:00:00,1
25833,970.75,5.5911368E15,JCB 16 digit,01AUG19:00:00:00,1
25839,610.98,3.0887045E15,VISA 16 digit,01MAY27:00:00:00,1
25840,1190.28,8.6996533E14,VISA 16 digit,01FEB19:00:00:00,1
25848,1080.65,3.1585608E15,JCB 15 digit,01SEP20:00:00:00,1
25856,920.63,3.1129552E15,American Express,01MAY18:00:00:00,1
25857,700.43,5.5459896E15,Mastercard,01MAR18:00:00:00,1
25865,760.8,4.5952986E15,VISA 13 digit,01JAN21:00:00:00,12
25883,1070.55,5.2959324E15,Mastercard,01JUN21:00:00:00,1
25887,1150.38,3.725463E14,American Express,01DEC22:00:00:00,1
25892,630.79,5.3466971E15,JCB 16 digit,01JUL20:00:00:00,12
25899,1170.62,3.112572E15,VISA 16 digit,01AUG22:00:00:00,1
25904,950.62,4.175544E15,Voyager,01JUL18:00:00:00,1
25907,1070.98,3.0460834E13,Mastercard,01SEP18:00:00:00,1
25912,1070.51,6.0111312E15,VISA 16 digit,01SEP20:00:00:00,12
25917,950.92,6.0114119E15,JCB 16 digit,01FEB20:00:00:00,1
25921,700.54,6.0117482E15,American Express,01JUN22:00:00:00,1
25922,640.44,3.112462E15,American Express,01MAR22:00:00:00,1
25940,1060.36,3.1581194E15,JCB 16 digit,01FEB20:00:00:00,1
25946,680.91,2.1006593E14,JCB 16 digit,01FEB18:00:00:00,1
25947,1100.47,6.0112585E15,Diners Club / Carte Blanche,01MAY19:00:00:00,1
25950,840.79,3.0960348E15,JCB 16 digit,01FEB23:00:00:00,1
25957,610.69,8.6999759E14,VISA 16 digit,01DEC18:00:00:00,12
25958,950.4,4.86182E15,JCB 15 digit,01NOV17:00:00:00,1
25985,1010.54,502088606822,VISA 16 digit,01APR20:00:00:00,1
25989,700.53,4.981142E15,VISA 13 digit,01MAR21:00:00:00,1
25998,600.57,3.3372817E15,American Express,01JAN20:00:00:00,1
26001,1150.13,3.158581E15,VISA 16 digit,01NOV18:00:00:00,1
26006,890,3.7764464E14,Maestro,01MAR18:00:00:00,1
26013,990.29,2.1000724E14,American Express,01DEC17:00:00:00,1
26015,1170.73,4.6355557E12,Diners Club / Carte Blanche,01JUL23:00:00:00,1
26024,760.77,4.737782E12,Mastercard,01DEC17:00:00:00,1
26027,1100.16,8.6991246E14,VISA 16 digit,01AUG18:00:00:00,1
26031,670.24,8.69955E14,Maestro,01SEP20:00:00:00,1
26049,700.53,4.9656542E15,Maestro,01APR19:00:00:00,1
26054,740.12,5.4322583E15,Discover,01DEC25:00:00:00,12
26059,670.28,6.0112877E15,Discover,01NOV18:00:00:00,1
26060,950.44,3.489112E14,JCB 16 digit,01MAR22:00:00:00,1
26061,1010.45,4.2387061E15,Diners Club / Carte Blanche,01SEP20:00:00:00,1
26068,810.41,4.8625429E15,VISA 16 digit,01MAY23:00:00:00,1
26077,610.91,8.6999475E14,Diners Club / Carte Blanche,01APR24:00:00:00,1
26088,640.72,5.4255942E15,Mastercard,01APR18:00:00:00,12
26098,1080.05,4.5141769E15,Discover,01OCT18:00:00:00,1
26105,680.13,4.1255668E15,VISA 16 digit,01OCT17:00:00:00,1
26106,650.61,3.4033286E14,Mastercard,01JUL21:00:00:00,1
26109,650.36,4.4379033E15,VISA 16 digit,01JAN23:00:00:00,1
26111,1020.9,8.6993215E14,Voyager,01DEC21:00:00:00,12
26114,1100.8,4.2011399E15,Voyager,01MAR19:00:00:00,12
26119,1110.09,3.4716799E14,VISA 16 digit,01AUG18:00:00:00,1
26124,1090.87,3.1586266E15,Discover,01APR19:00:00:00,1
26125,810.86,8.6990974E14,American Express,01JUL20:00:00:00,1
26129,790.83,3.0406089E13,JCB 16 digit,01AUG18:00:00:00,1
26147,850.81,4.7504702E15,Discover,01AUG20:00:00:00,1
26151,880.88,3.5289651E15,JCB 16 digit,01FEB18:00:00:00,12
26157,810.41,6.0114994E15,Diners Club / Carte Blanche,01FEB26:00:00:00,12
26158,910.66,4.034807E15,Maestro,01NOV23:00:00:00,1
26161,760.09,3.7687894E14,JCB 16 digit,01MAY18:00:00:00,1
26170,850.28,676226262910,Maestro,01SEP24:00:00:00,1
26179,910.8,4.2016783E15,VISA 13 digit,01JUL18:00:00:00,1
26183,650.23,8.6994012E14,Discover,01FEB20:00:00:00,1
26191,890.28,4.5770057E12,VISA 16 digit,01JUL18:00:00:00,1
26192,790.84,4.8524967E15,Voyager,01JAN20:00:00:00,1
26199,1150.44,4.8278957E15,JCB 16 digit,01APR25:00:00:00,1
26202,1150.15,4.0091795E12,JCB 15 digit,01MAY19:00:00:00,12
26210,1010.48,3.0966009E15,VISA 16 digit,01SEP22:00:00:00,1
26222,950.16,6.0111871E15,Mastercard,01JUN19:00:00:00,1
26224,730.95,5.3883696E15,JCB 15 digit,01MAY20:00:00:00,1
